sentence_id,words,labels
32,"	O
When	O
your	O
mom	O
makes	O
you	O
go	O
live	O
with	O
your	O
dad	O
Scooter	B-person
Braun	I-person
,	O
your	O
life	O
...",O
32,and,O
32,got,O
32,:,O
32,Part,O
32,7,O
32,!,O
32,Try,O
32,it,O
32,:,O
32,http://tinyurl.com/27r2pdz,O
,,
33,I,O
33,miss,O
33,being,O
33,able,O
33,to,O
33,run,O
33,and,O
33,dance,O
33,around,O
33,all,O
33,day,O
33,instead,O
33,of,O
33,having,O
33,to,O
33,catch,O
33,my,O
33,breath,O
33,every,O
33,five,O
33,minutes,O
33,of,O
33,my,O
33,life,O
33,.,O
,,
34,@SnoopDogg,O
34,hey,O
34,snoop,B-person
34,my,O
34,wife,O
34,Cath,O
34,is,O
34,30,O
34,today,O
34,",",O
34,any,O
34,chance,O
34,of,O
34,a,O
34,shout,O
34,out,O
34,to,O
34,her,O
34,",",O
,,
35,Today,O
35,I,O
35,got,O
35,a,O
35,promotion,O
35,at,O
35,work,O
35,",",O
35,and,O
35,tomorrow,O
35,I,O
35,'m,O
35,going,O
35,home,O
35,to,O
35,Wisconsin,B-location
35,for,O
35,a,O
35,few,O
35,days,O
35,.,O
35,So,O
35,content,O
35,with,O
35,life,O
35,right,O
35,now,O
35,.,O
35,:),O
,,
36,TWEET,O
36,!,O
36,@stjosephs,O
36,Empls,O
36,of,O
36,the,O
36,Month,O
36,:,O
36,Deborah,B-person
36,L,I-person
36,#Speech,O
36,#Pathologist-Childrens,O
36,Rehab,O
36,and,O
36,Patricia,B-person
36,M,I-person
36,#Referral/#Auth,O
36,#Spec-#Womens,O
36,#Care,O
36,!,O
,,
37,RT,O
37,@LilTwist,O
37,:,O
37,RT,O
37,this,O
37,if,O
37,you,O
37,want,O
37,me,O
37,to,O
37,go,O
37,back,O
37,live,O
37,on,O
37,Ustream,B-corporation
37,later,O
37,tonight,O
,,
38,Really,O
38,hope,O
38,I,O
38,can,O
38,get,O
38,to,O
38,@glasgowfilm,O
38,for,O
38,Winter,B-creative-work
38,'s,I-creative-work
38,Bone,I-creative-work
38,-,O
38,need,O
38,to,O
38,get,O
38,on,O
38,with,O
38,job,O
38,applications,O
38,tonight,O
38,then,O
38,!,O
38,Trailer,O
38,:,O
38,http://bit.ly/bhUlum,O
,,
39,RT,O
39,@WeSpazForJB,O
39,:,O
39,http://twitpic.com/2nn4ee,O
39,&lt;,O
39,----,O
39,still,O
39,the,O
39,funniest,O
39,photo,O
39,.,O
39,of,O
39,all,O
39,time,O
39,.,O
39,ALL,O
39,TIME,O
39,.,O
,,
40,I,O
40,have,O
40,eaten,O
40,a,O
40,large,O
40,quantity,O
40,of,O
40,oranges,O
40,this,O
40,week,O
40,...,O
,,
41,Bonfire,O
41,tonite,O
41,.,O
41,All,O
41,are,O
41,welcome,O
41,",",O
41,joe,B-person
41,included,O
,,
42,@KFSH,O
42,totally,O
42,!,O
42,I,O
42,can,O
42,go,O
42,a,O
42,week,O
42,w/o,O
42,tv,O
42,",",O
42,phones,O
42,or,O
42,a,O
42,computer,O
42,.,O
42,I,O
42,get,O
42,some,O
42,time,O
42,to,O
42,myself,O
42,and,O
42,God,B-person
42,.,O
42,Brings,O
42,peace,O
42,into,O
42,my,O
42,life,O
42,.,O
,,
43,i,O
43,want,O
43,a,O
43,bath,O
43,but,O
43,do,O
43,n't,O
43,have,O
43,a,O
43,bath,O
43,",",O
43,shut,O
43,up,O
43,",",O
43,sam,B-person
43,'s,O
43,coming,O
43,tomorrow,O
43,and,O
43,steve,B-person
43,and,O
43,tanya,B-person
43,will,O
43,be,O
43,round,O
43,at,O
43,10am,O
43,so,O
43,go,O
43,away,O
43,you,O
43,mean,O
43,people,O
,,
44,What,O
44,Do,O
44,S.F.,B-location
44,Rabbis,O
44,Eat,O
44,Before,O
44,and,O
44,After,O
44,Yom,O
44,Kippur,O
44,?,O
44,We,O
44,Asked,O
44,Five,O
44,to,O
44,Enlighten,O
44,Us,O
44,!,O
44,via,O
44,@SFoodie,O
44,http://bit.ly/aQrFUz,O
,,
45,Not,O
45,only,O
45,is,O
45,it,O
45,#BattlestarGalactica,B-creative-work
45,'s,O
45,32nd,O
45,Anniversary,O
45,",",O
45,tonite,O
45,is,O
45,the,O
45,3rd,O
45,season,O
45,premiere,O
45,of,O
45,#StarWars,B-creative-work
45,#TheCloneWars,I-creative-work
45,!!,O
,,
46,just,O
46,about,O
46,off,O
46,work,O
46,!,O
46,going,O
46,to,O
46,alderwood,B-location
46,again,O
46,:),O
46,yay,O
46,.,O
46,hopefully,O
46,we,O
46,got,O
46,cody,O
46,'s,O
46,ipod,B-product
46,in,O
46,the,O
46,mail,O
46,today,O
46,.,O
,,
47,RT,O
47,@Slijterijmeisje,O
47,:,O
47,Kreeg,O
47,net,O
47,een,O
47,bruikbare,O
47,tip,O
47,van,O
47,iemand,O
47,die,O
47,vorige,O
47,week,O
47,was,O
47,begonnen,O
47,met,O
47,een,O
47,whiskydieet,O
47,",",O
47,hij,O
47,was,O
47,nu,O
47,al,O
47,3,O
47,dagen,O
47,kwijt,O
,,
48,Its,O
48,stupid,O
48,I,O
48,hate,O
48,getn,O
48,a,O
48,attitude,O
48,from,O
48,ppl,O
48,when,O
48,I,O
48,'m,O
48,jus,O
48,tryna,O
48,be,O
48,nice,O
48,n,O
48,shit,O
48,.,O
48,WTF,O
48,now,O
48,I,O
48,'m,O
48,mad,O
48,so,O
48,dnt,O
48,talk,O
48,to,O
48,me,O
48,right,O
48,now,O
,,
49,RT,O
49,@DamnTeenQuotes,O
49,:,O
49,I,O
49,remember,O
49,when,O
49,i,O
49,was,O
49,your,O
49,age,O
49,",",O
49,spencer,B-person
49,from,O
49,iCarly,B-creative-work
49,was,O
49,Crazy,B-person
49,Steve,I-person
49,",",O
49,Carly,B-person
49,was,O
49,Megan,B-person
49,and,O
49,Josh,B-person
49,was,O
49,fat,O
49,.,O
49,#damnteenquotes,O
,,
50,Last,O
50,stop,O
50,of,O
50,the,O
50,day,O
50,thank,O
50,goddddd,O
50,(@,O
50,H-E-B,O
50,Plus,O
50,),O
50,http://4sq.com/7RDhgd,O
,,
51,@itzkeving,O
51,im,O
51,getting,O
51,mine,O
51,off,O
51,this,O
51,monday,O
51,:',O
51,),O
,,
52,#Fancyflow,O
52,..,O
52,im,O
52,in,O
52,the,O
52,hair,O
52,salon,O
52,right,O
52,now,O
52,..,O
52,smh,O
52,..,O
52,Friday,O
52,",",O
52,its,O
52,packed,O
52,in,O
52,here,O
52,RT,O
52,@neimanMarcus203,O
52,:,O
52,Where,O
52,is,O
52,@ihavesuperpower,O
52,???,O
,,
53,@vogueglamGIRL,O
53,Ah,O
53,I,O
53,know,O
53,!,O
53,She,O
53,is,O
53,simply,O
53,the,O
53,best,O
53,in,O
53,The,O
53,Sept,O
53,Issue,O
53,.,O
53,My,O
53,boyfriend,O
53,'s,O
53,aunt,O
53,worked,O
53,for,O
53,Anna,B-person
53,Wintor,I-person
53,in,O
53,NY,O
53,.,O
,,
54,You,O
54,gotta,O
54,let,O
54,em,O
54,lick,O
54,it,O
54,before,O
54,they,O
54,stick,O
54,it,O
,,
55,There,O
55,'s,O
55,a,O
55,lot,O
55,of,O
55,people,O
55,showing,O
55,off,O
55,their,O
55,iPhones,B-product
55,on,O
55,facebook,B-corporation
55,today,O
55,",",O
55,so,O
55,&lt;,O
55,so,O
55,is,O
55,at,O
55,such,O
55,a,O
55,place,O
55,",",O
55,it,O
55,'s,O
55,really,O
55,not,O
55,that,O
55,interesting,O
55,;o,O
55,),O
,,
56,@Infamous__Kid,O
56,lol,O
56,you,O
56,always,O
56,got,O
56,problems,O
56,with,O
56,ur,O
56,hair,O
56,you,O
56,said,O
56,somethin,O
56,last,O
56,time,O
56,like,O
56,they,O
56,didnt,O
56,cut,O
56,it,O
56,right,O
56,ha,O
,,
57,For,O
57,code,O
57,I,O
57,'ve,O
57,written,O
57,since,O
57,Sept,O
57,',O
57,9,O
57,",",O
57,the,O
57,delay,O
57,between,O
57,commit,O
57,to,O
57,SCM,O
57,and,O
57,running,O
57,on,O
57,customer,O
57,hardware,O
57,has,O
57,been,O
57,about,O
57,10,O
57,days,O
57,.,O
,,
58,AND,O
58,EVERYTHING,O
58,YOU,O
58,STAND,O
58,FOR,O
58,",",O
58,TURNS,O
58,ON,O
58,YOU,O
58,TO,O
58,SPITE,O
58,YOU,O
58,?,O
58,WHAT,O
58,HAPPENS,O
58,WHEN,O
58,YOU,O
58,BECOME,O
58,THE,O
58,MAIN,O
58,SOURCE,O
58,OF,O
58,HER,O
58,PAIN,O
58,?,O
,,
59,Yo,O
59,kids,O
59,!,O
59,Today,O
59,'s,O
59,ACF,O
59,Friday,O
59,Large,O
59,Group,O
59,is,O
59,at,O
59,PITT,B-location
59,University,I-location
59,!,O
59,It,O
59,'s,O
59,at,O
59,Cathedral,B-location
59,of,I-location
59,Learning,I-location
59,G24,I-location
59,at,O
59,7pm,O
59,!,O
59,Be,O
59,sure,O
59,to,O
59,check,O
59,it,O
59,out,O
59,!,O
,,
60,RT,O
60,@WALuvsKatStacks,O
60,:,O
60,Ah,O
60,",",O
60,i,O
60,asked,O
60,for,O
60,a,O
60,follow,O
60,back,O
60,-,O
60,when,O
60,i,O
60,already,O
60,hadd,O
60,one,O
60,so,O
60,they,O
60,call,O
60,me,O
60,thirsty,O
60,lmao,O
60,?,O
60,Fck,O
60,you,O
60,#teamkatstacksbitch,O
60,...,O
,,
61,:(,O
61,RT,O
61,@themaine,O
61,Who,O
61,is,O
61,coming,O
61,to,O
61,the,O
61,show,O
61,tomorrow,O
61,in,O
61,Hawaii,B-location
61,?,O
,,
62,chinese,O
62,food,O
62,..,O
62,stayin,O
62,in,O
62,for,O
62,tonight,O
62,but,O
62,goin,O
62,to,O
62,the,O
62,archery,O
62,range,O
62,either,O
62,tomorrow,O
62,or,O
62,sunday,O
,,
63,@Strigy,O
63,got,O
63,mine,O
63,in,O
63,bbt,O
63,aintree,B-location
63,today,O
63,.,O
63,Played,O
63,table,O
63,tennis,O
63,on,O
63,it,O
63,in,O
63,store,O
63,!,O
63,V,O
63,impressed,O
63,.,O
63,Did,O
63,you,O
63,get,O
63,analogue,O
63,controller,O
63,2,O
63,?,O
,,
64,RT,O
64,@Luq_Combs,O
64,:,O
64,Funniest,O
64,thing,O
64,I,O
64,heard,O
64,this,O
64,week,O
64,.,O
64,Wingo,B-person
64,tellin,O
64,me,O
64,and,O
64,wood,O
64,.,O
64,"	O
I	O
'm	O
scared	O
",O
64,#pow#pow#pow@Cowboy_Wingo,O
,,
65,Today,O
65,'s,O
65,cheer,O
65,went,O
65,from,O
65,awful,O
65,to,O
65,awesome,O
65,from,O
65,the,O
65,moment,O
65,I,O
65,realized,O
65,I,O
65,did,O
65,not,O
65,have,O
65,class,O
65,today,O
65,.,O
,,
66,Time,B-corporation
66,Warner,I-corporation
66,Cable,I-corporation
66,Boycotting,O
66,Epix,O
66,Movie,O
66,Channel,O
66,Because,O
66,It,O
66,Did,O
66,A,O
66,Deal,O
66,With,O
66,Netflix,B-corporation
66,http://dlvr.it/5RgcL,O
,,
67,Fresh,O
67,out,O
67,the,O
67,psych,O
67,ward,O
67,today,O
,,
68,Today,O
68,was,O
68,awesome,O
68,",",O
68,I,O
68,finally,O
68,get,O
68,to,O
68,relax,O
68,:),O
,,
69,My,O
69,#twitter,O
69,age,O
69,is,O
69,458,O
69,days,O
69,0,O
69,hours,O
69,3,O
69,minutes,O
69,49,O
69,seconds,O
69,.,O
69,Find,O
69,out,O
69,yours,O
69,at,O
69,http://twitter.seocoder.org/,O
69,#twittertime,O
,,
70,What,O
70,is,O
70,it,O
70,with,O
70,people,O
70,and,O
70,punctuality,O
70,?,O
70,I,O
70,used,O
70,to,O
70,be,O
70,that,O
70,guy,O
70,and,O
70,honestly,O
70,",",O
70,it,O
70,'s,O
70,a,O
70,haze,O
70,now,O
70,.,O
70,Just,O
70,be,O
70,on,O
70,time,O
70,.,O
70,It,O
70,'s,O
70,not,O
70,like,O
70,its,O
70,a,O
70,surprise,O
70,.,O
,,
71,After,O
71,I,O
71,pet,O
71,a,O
71,kitten,O
71,on,O
71,JFK,B-person
71,",",O
71,the,O
71,owners,O
71,informed,O
71,me,O
71,it,O
71,'s,O
71,',O
71,double-pawed,O
71,',O
71,(,O
71,polydactyl),O
71,",",O
71,which,O
71,is,O
71,"	O
a	O
form	O
of	O
retardation	O
in	O
the	O
animal	O
kingdom	O
",O
,,
72,Soulja,B-person
72,Boy,I-person
72,|,O
72,TheDeAndreWay,O
72,.,O
72,com,O
72,-,O
72,The,O
72,DeAndre,O
72,Way,O
72,in,O
72,stores,O
72,Nov,O
72,.,O
72,2,O
72,",",O
72,2010,O
72,http://t.co/woAiLlZ,O
72,via,O
72,@SouljaBoy,O
,,
73,About,O
73,online,O
73,dietician,O
73,:,O
73,A,O
73,thinner,O
73,stool,O
73,than,O
73,usual,O
73,can,O
73,be,O
73,identified,O
73,and,O
73,removed,O
73,before,O
73,they,O
73,get,O
73,are,O
73,2,O
73,weeks,O
73,ago,O
73,J,O
73,...,O
73,http://bit.ly/cYGBdz,O
,,
74,RT,O
74,@RMBWilliams,O
74,:,O
74,Here,O
74,in,O
74,DC,B-location
74,!,O
74,About,O
74,to,O
74,get,O
74,some,O
74,rest,O
74,!,O
74,Looking,O
74,forward,O
74,to,O
74,tonight,O
74,!,O
74,Yes-sir,O
74,!,O
,,
75,RT,O
75,@twitter,O
75,:,O
75,#AskEv,O
75,your,O
75,big,O
75,questions,O
75,about,O
75,the,O
75,new,O
75,Twitter,B-corporation
75,.,O
75,com,O
75,today,O
75,at,O
75,1pm,O
75,PST,O
75,.,O
75,'ll,O
75,be,O
75,responding,O
75,from,O
75,his,O
75,own,O
75,account,O
75,(@ev),O
75,.,O
75,Make,O
75,...,O
,,
76,I,O
76,need,O
76,a,O
76,syringe,O
76,of,O
76,anything,O
76,you,O
76,want,O
76,but,O
76,which,O
76,will,O
76,switch,O
76,me,O
76,off,O
76,till,O
76,tomorrow,O
76,noon,O
76,",",O
76,anyone,O
76,??,O
,,
77,RT,O
77,@high_n_fly,O
77,:,O
77,#FACT,O
77,when,O
77,you,O
77,are,O
77,comfortable,O
77,with,O
77,yourself,O
77,nothing,O
77,else,O
77,matters,O
77,nobody,O
77,can,O
77,tell,O
77,you,O
77,about,O
77,yourself,O
77,#HnF,O
,,
78,Lindsay,B-person
78,Lohan,I-person
78,allegedly,O
78,failed,O
78,her,O
78,drug,O
78,test,O
78,.,O
78,So,O
78,not,O
78,fetch,O
78,.,O
78,Quick,O
78,",",O
78,let,O
78,'s,O
78,all,O
78,put,O
78,on,O
78,our,O
78,shocked,O
78,faces,O
78,that,O
78,23,O
78,days,O
78,of,O
78,rehab,O
78,did,O
78,n't,O
78,work,O
78,!,O
,,
79,I,O
79,remember,O
79,when,O
79,you,O
79,all,O
79,were,O
79,thiiis,O
79,big,O
79,",",O
79,you,O
79,know,O
79,?,O
,,
80,I,O
80,have,O
80,a,O
80,strong,O
80,hunch,O
80,Adam,B-person
80,will,O
80,be,O
80,a,O
80,story,O
80,on,O
80,TMZ,B-creative-work
80,tonight,O
80,.,O
80,Gulp,O
80,.,O
,,
81,WEDNESDAY,O
81,NITES,O
81,WE,O
81,CRANK,O
81,IT,O
81,UP,O
81,AT,O
81,VISIONS,B-location
81,LOUNGE,I-location
81,!!!!!,O
81,18+,O
81,NO,O
81,COLLEGE,O
81,ID,O
81,NEEDED,O
81,!,O
81,LADIES,O
81,FREE,O
81,B4,O
81,11PM,O
81,!,O
81,VISIONS,B-location
81,LOUNGE,I-location
81,(,O
81,247,O
81,1ST,O
81,AVE,O
81,HKY,O
81,),O
,,
82,@angelportugues,O
82,LMAO,O
82,!,O
82,When,O
82,is,O
82,tht,O
82,one,O
82,day,O
82,?:,O
82,P,O
,,
83,RT,O
83,@PLLGirls,O
83,:,O
83,Episodes,O
83,10-Jan,O
83,of,O
83,Pretty,B-creative-work
83,Little,I-creative-work
83,Liars,I-creative-work
83,will,O
83,air,O
83,in,O
83,the,O
83,UK,B-location
83,on,O
83,October,O
83,18,O
83,!,O
,,
84,@Loserface_Laura,O
84,when,O
84,mike,B-person
84,lets,O
84,me,O
84,know,O
84,",",O
84,I,O
84,will,O
84,let,O
84,you,O
84,know,O
84,.,O
84,I,O
84,mean,O
84,everyone,O
84,might,O
84,just,O
84,switch,O
84,out,O
84,a,O
84,lot,O
84,.,O
,,
85,Such,O
85,a,O
85,shiny,O
85,morning,O
85,!!!,O
85,Love,O
85,It,O
85,.,O
85,Anyways,O
85,",",O
85,today,O
85,will,O
85,be,O
85,very,O
85,busy,O
85,!,O
,,
86,@BornThisWayBaby,O
86,thankk,O
86,yhuu,O
86,#monsterlove,O
86,u,O
86,just,O
86,made,O
86,my,O
86,day,O
86,:D,O
,,
87,Why,O
87,hate,O
87,on,O
87,somebody,O
87,for,O
87,doing,O
87,well,O
87,when,O
87,you,O
87,can,O
87,simply,O
87,say,O
87,great,O
87,job,O
87,and,O
87,move,O
87,on,O
87,..,O
87,[Haters,O
87,u,O
87,can,O
87,kill,O
87,yourself,O
87,],O
87,cuz,O
87,ur,O
87,losers,O
,,
88,If,O
88,you,O
88,are,O
88,staying,O
88,in,O
88,Gainesville,B-location
88,",",O
88,come,O
88,check,O
88,out,O
88,Costa,B-location
88,Lounge,I-location
88,TONIGHT,O
88,!,O
88,Say,O
88,you,O
88,are,O
88,with,O
88,salsa,B-person
88,caliente,I-person
88,and,O
88,get,O
88,in,O
88,...,O
88,http://fb.me/FZVzm8H9,O
,,
89,@jackjohnson,O
89,where,O
89,can,O
89,I,O
89,get,O
89,the,O
89,official,O
89,set,O
89,list,O
89,to,O
89,the,O
89,show,O
89,at,O
89,Berkeley,B-location
89,in,O
89,Oct,O
89,6th,O
89,?!,O
,,
90,Check,O
90,this,O
90,video,O
90,out,O
90,--,O
90,Three,B-group
90,Days,I-group
90,Grace,I-group
90,-,O
90,Break,O
90,(,O
90,Official,O
90,Music,O
90,Video,O
90,),O
90,[,O
90,HQ,O
90,],O
90,http://t.co/GOwCLQJ,O
90,via,O
90,@youtube,O
,,
91,Haha,O
91,I,O
91,seen,O
91,a,O
91,ped,O
91,egg,O
91,called,O
91,a,O
91,foot,O
91,cheese,O
91,grater,O
91,today,O
91,.,O
91,I,O
91,found,O
91,it,O
91,proper,O
91,hilarious,O
91,xD,O
,,
92,friday,O
92,night,O
92,missions,O
92,iguess,O
92,!,O
,,
93,Just,O
93,got,O
93,home,O
93,from,O
93,school,O
93,.,O
93,:D,O
93,it,O
93,'s,O
93,friday,O
93,guys,O
93,"!,",O
,,
94,@ohy22SD,O
94,Hopefully,O
94,the,O
94,Force,O
94,will,O
94,be,O
94,VERY,O
94,strong,O
94,with,O
94,the,O
94,#Padres,B-group
94,tonight,O
94,.,O
94,We,O
94,NEED,O
94,a,O
94,win,O
94,.,O
94,#ScoreSomeRuns,O
,,
95,"	O
before	O
we	O
start	O
,	O
how	O
old	O
are	O
you	O
?	O
HER	O
:	O
I	O
'm	O
15	O
..	O
old	O
enough	O
!........	O
#FindTheNearestExit	O
	
RT	O
@ericjohnsalut	O
",O
95,Good,O
95,Morning,O
95,!,O
95,Have,O
95,a,O
95,pleasant,O
95,and,O
95,happy,O
95,day,O
95,"!""",O
95,http://dlvr.it/5Rh4w,O
,,
96,when,O
96,did,O
96,@thecodysimpson,O
96,last,O
96,tweet,O
96,",?",O
96,;),O
,,
97,@JoshRamsayArmy,O
97,Kay,O
97,sorry,O
97,...,O
97,Well,O
97,my,O
97,dad,O
97,lest,O
97,when,O
97,i,O
97,was,O
97,3,O
97,.,O
97,He,O
97,has,O
97,issues,O
97,.,O
97,He,O
97,held,O
97,a,O
97,knife,O
97,at,O
97,mom,O
97,.,O
97,I,O
97,can,O
97,STILL,O
97,remember,O
97,that,O
97,...,O
97,=/,O
,,
98,OH,O
98,:,O
98,Power,O
98,nap,O
98,.,O
98,I,O
98,need,O
98,it,O
98,.,O
98,Its,O
98,been,O
98,a,O
98,stressful,O
98,week,O
98,.,O
98,I'm,O
98,excited,O
98,for,O
98,xmas,O
98,",",O
98,haha,O
98,.,O
98,Goodnight,O
98,.,O
98,:),O
98,http://bit.ly/9fQGkC,O
,,
99,Wow,O
99,..,O
99,saw,O
99,pictures,O
99,of,O
99,Robert,B-person
99,....,O
